hydropowerAk,irrigation,environment,floodcontrol,hydropowerKp
4459.4676565420905,0.13799981423342528,0.45196032120925833,0.0,886.0488663515689
4469.12513546377,0.19699400701156067,0.44204062352385454,0.0,888.2490560155913
4422.1836245819295,0.1904916703582799,0.4801133679735474,0.0,878.1465317435667
4469.4820534498995,0.24210805979421388,0.4129428436466698,0.0,887.5812100580257
4429.141771741254,0.4285299719943055,0.48124704770902216,0.0,875.8552395647837
3059.848354092809,0.07036803019210147,0.747945205479452,0.0,602.7343712932925
4480.3178211407085,0.08124488659328766,0.4164383561643835,0.0,890.2647368055966
4473.268448838059,0.5018625635248922,0.4223901747756259,0.0,882.1612279120752
4470.339855848344,0.3905641828937516,0.4135096835144072,0.0,887.3914282522172
4467.93441975067,0.42893296171582873,0.459990552668871,0.0,885.5724128404519
4466.550526628702,0.706097600854877,0.4534718941898913,0.0,879.0541874835657
2730.5326080607874,0.02987801248421342,0.8082191780821918,0.0,535.6360160725517
4467.540871268598,0.23748179537140474,0.43656117146906004,0.0,887.8188057735548
4462.874411579456,0.4586474302507626,0.42172886159659895,0.0,885.3414157511493
4454.202221467743,0.6594259268883674,0.4703826169107227,0.0,877.1519363165913
4466.423686823615,0.7033220912106333,0.4613131790269249,0.0,878.430209831213
4430.89169594291,0.6633329854447613,0.4800188946622579,0.0,871.7910735023025
4468.433281160156,0.4595232153044108,0.4299480396787907,0.0,884.045930182683
4468.256363514016,0.385130148722844,0.45772319319792154,0.0,885.9281667237276
3685.949598011501,0.35098304774307487,0.6493150684931507,0.0,714.9389169885511
4467.844964599931,0.7193259376221799,0.449031648559282,0.0,878.6965975718737
3618.2967446867074,0.40556093828445755,0.6547945205479452,0.0,698.1779688903706
4467.038356315753,0.5993410118537025,0.45328294756731224,0.0,881.2412439152996
4460.0380650455245,0.29293993978382715,0.46471421823334913,0.0,883.916574814855
4065.0207781063855,0.2664581178870329,0.5561643835616439,0.0,796.8327762070376
4454.639074866643,0.6481437594092909,0.4705715635333019,0.0,877.327707232411
3747.062508554098,0.3890363879458329,0.6246575342465753,0.0,728.5934641465489
4467.179661647352,0.4605670417141274,0.43401039206424186,0.0,883.2103822964208
4052.1676311954493,0.43213935495495326,0.5616438356164384,0.0,790.5580858825632
3940.881458564508,0.2959089442066521,0.5808219178082192,0.0,769.903175475527
4422.2621242617415,0.7028737083382539,0.4818138875767596,0.0,869.090528323538
3632.7084544697564,0.3503485980523872,0.6602739726027398,0.0,703.8255586126523
4467.431262943932,0.6685698489797803,0.46065186584789797,0.0,880.3162866555479
4470.7998736709715,0.30610693960752444,0.4536608408124705,0.0,885.033195946004
4472.552616704189,0.7637919174933576,0.43873405762871986,0.0,879.2415092717843
4462.258898787404,0.42569257401561655,0.46320264525271615,0.0,883.1623321871434
4133.644167284488,0.26751041551642607,0.536986301369863,0.0,811.7101251920749
4453.345074175373,0.6239520879230963,0.4706660368445914,0.0,878.0382897271937
4467.281122951526,0.7472620614636569,0.4515824279641002,0.0,878.0022142609519
3998.382627350757,0.2904178055205335,0.5726027397260274,0.0,782.1450434153609
3736.233137223112,0.465633441563267,0.6328767123287671,0.0,720.7544822786878
4473.8158252623825,0.7254319764593397,0.43845063769485115,0.0,880.1486089309738
3741.402730306769,0.538580089705947,0.6219178082191781,0.0,718.6321064294714
4478.039246037795,0.8332483751049521,0.4273972602739726,0.0,876.8102728686234
3843.615140803866,0.4626087127212953,0.6054794520547946,0.0,745.1369090320184
4477.081958416185,0.8016994188104224,0.4246575342465754,0.0,877.5000207263864
3979.926986434856,0.4580291449338899,0.5726027397260274,0.0,773.0771307249703
4467.06584118681,0.560169627521981,0.42144544166273024,0.0,882.6176705166007
4468.076435356656,0.40915732542997063,0.45167690127538973,0.0,884.0035205951385
4468.15635213793,0.6693463743546024,0.4293811998110534,0.0,880.583538870157
4459.4486660463135,0.7973688881419552,0.4706660368445914,0.0,873.7449199561929
4469.588154941848,0.5155930420790664,0.4432687765706188,0.0,881.5002006487803
3710.018307085812,0.6396837201594413,0.6273972602739726,0.0,715.3391156058233
3604.114904260323,0.7231966468263902,0.6410958904109589,0.0,689.5061668650189
4473.2347910745175,0.871016606392945,0.4273972602739726,0.0,875.0583577243187
3816.660339192395,0.46872740867498097,0.6109589041095891,0.0,738.923307835321
3810.731511361545,0.6241972462751206,0.6082191780821917,0.0,736.2819749483864
2848.2803206325766,0.5151719802292731,0.7917808219178082,0.0,546.50278150822
4467.332563512312,0.8028335929355683,0.4512990080302315,0.0,875.8260832083253
4073.731024794597,0.4454154285733711,0.5534246575342465,0.0,794.1284349195312
3981.0515093644117,0.7563590057289128,0.5616438356164384,0.0,770.9452435510628
2858.0564395868128,0.7589312124749038,0.7917808219178082,0.0,541.0102211858903
4045.1691231182526,0.7753600781857455,0.5506849315068494,0.0,782.3075104877641
4075.5585820786223,0.7265862364796782,0.5424657534246575,0.0,791.6018830122699
4467.543253397133,0.6704327402929251,0.45403873405762873,0.0,878.4826905803988
3416.3198005207046,0.5755899359367141,0.6712328767123288,0.0,657.3511926027396
4470.214746416045,0.48395843849328896,0.44629192253188477,0.0,882.6425503595958
4467.8382451646285,0.6506807730795885,0.44600850259801605,0.0,880.4386390620558
3769.117734580577,0.4795185651260971,0.6273972602739726,0.0,728.0031760312041
3933.2361088014713,0.5215033352457311,0.5917808219178082,0.0,759.9862512800356
4456.481619428828,0.4835520225966591,0.4718941898913557,0.0,878.7571887263168
3343.5727473969027,0.5504367490017318,0.6958904109589041,0.0,644.073202598017
4459.372956254542,0.5152071050293583,0.4730278696268304,0.0,878.0752571792653
4447.557882002612,0.4188732530819727,0.47047709022201223,0.0,881.2405709143227
3162.5877957816115,0.5535550744846184,0.7315068493150685,0.0,605.6486662165233
4177.708013597861,0.7189014774247259,0.5205479452054795,0.0,814.4338174694537
3597.281120971165,0.7740170912195835,0.6465753424657534,0.0,686.6285469348179
4457.526847465858,0.8235127289939603,0.4712328767123287,0.0,873.5205008259073
3634.007499949639,0.5508000781326158,0.6657534246575343,0.0,696.2633542421041
3817.40525442649,0.5515794620364988,0.6109589041095891,0.0,735.7316411930841
3958.23624582676,0.5113023045338113,0.5726027397260274,0.0,766.2615190151697
3617.841906640964,0.42382967812739564,0.6630136986301369,0.0,698.1613224303604
4455.6676008386075,0.7668057084155734,0.4709494567784601,0.0,874.7298019109363
3985.8658489356685,0.8137635085892656,0.5616438356164384,0.0,768.5439690049703
3766.721442622293,0.7069857332531572,0.6109589041095891,0.0,724.2971011028179
4467.687556377665,0.4885602703676492,0.4622579121398205,0.0,882.3936708144682
4348.453331087797,0.7355851079512146,0.4907888521492678,0.0,853.8502932760127
4452.56535783014,0.5594882990400278,0.47000472366556445,0.0,878.8822041865801
4053.7006079374455,0.5368181751464376,0.5643835616438356,0.0,785.6813740969944
4466.821116848805,0.5006101957451446,0.4602739726027397,0.0,882.3824900761339
3234.4637913913116,0.7614247958377658,0.7123287671232876,0.0,615.1979422906169
4224.517420637474,0.8169198539937929,0.5123287671232877,0.0,822.4397485013711
4466.580632801907,0.8143626832184339,0.4547945205479452,0.0,877.0079377321528
3772.048471206735,0.8519504906139245,0.6027397260273972,0.0,721.3481771836714
4428.679875273393,0.5270694145061166,0.4904109589041096,0.0,868.5915750567593
3433.039082569222,0.7760911290409128,0.6712328767123288,0.0,654.706361786728
4466.460758377974,0.611755913666037,0.45743977326405294,0.0,881.7079244912651
4459.508917848423,0.4439166148359977,0.4601794992914502,0.0,883.8005889936907
3016.013488933186,0.698114951854456,0.7616438356164383,0.0,574.367573733849
3715.3000385660903,0.8136896427042761,0.6219178082191781,0.0,710.9016577315795
3864.145918268721,0.4387925667200503,0.6109589041095891,0.0,749.312969540534
3802.2894832518887,0.7526961127245431,0.6054794520547946,0.0,732.1033457064227
4454.337400284688,0.739994466388553,0.4703826169107227,0.0,876.0702884723637
4161.40475192217,0.5301168681581582,0.5342465753424658,0.0,809.2940523960048
4460.942848115085,0.5254710277670188,0.47888521492678315,0.0,876.5472392150805
4456.0435114828015,0.8452803623009685,0.4711384034010392,0.0,874.0550048339363
4428.019211569852,0.6059564125469832,0.49003306565895133,0.0,866.9587633832462
4128.100842491531,0.816756461011672,0.5315068493150685,0.0,801.0212208958227
3210.413768081467,0.48850894196893735,0.715068493150685,0.0,618.55964037321
4469.397553354241,0.6117652463550256,0.4411903637222485,0.0,881.3366446352638
4094.021619231779,0.5548668574004992,0.5506849315068494,0.0,793.9575182294355
4423.963124851932,0.7827178823008876,0.4811525743977326,0.0,867.1474102870683
4137.8098229513,0.5692638672601308,0.5452054794520548,0.0,803.5994126731397
3060.8785878991057,0.7748618478159545,0.7506849315068493,0.0,578.8724844936853
4468.761159631136,0.6943301950570605,0.44260746339159185,0.0,879.6211244777585
4211.794795466511,0.48389787772507037,0.5205479452054795,0.0,821.4656369639388
4468.95944932505,0.5966849088524756,0.44100141709966934,0.0,881.5272814224562
4220.881740245335,0.8612816231772723,0.5123287671232877,0.0,819.5036701875435
4457.406487028507,0.5920082023636819,0.48540387340576285,0.0,874.69882039446
3169.76896691817,0.7489938198727706,0.7315068493150685,0.0,602.4031345216077
4025.208660746386,0.628853020085004,0.5616438356164384,0.0,776.8088031076038
3587.7013816689023,0.8003901482089864,0.6438356164383562,0.0,684.5485423925446
4468.901338493118,0.3075426318812033,0.4241851676901275,0.0,886.1376177401033
3813.8780859194144,0.6277000523911747,0.6027397260273972,0.0,732.157197020082
4245.755168975266,0.4612294210839582,0.5123287671232877,0.0,830.0336877483483
4466.49290054955,0.8224153414884406,0.46632026452527164,0.0,876.0204342380312
3025.9129535803427,0.829634896461986,0.7561643835616438,0.0,570.7840804324348
4142.397120718335,0.5722365314040612,0.5397260273972603,0.0,804.927526859251
3057.400551569027,0.7629652983237231,0.7506849315068493,0.0,580.2457627304622
4466.881585204561,0.4027359411287285,0.4424185167690128,0.0,886.4605180377795
4256.317627870205,0.564134078014151,0.5123287671232877,0.0,829.1876250937448
3954.3336800754482,0.5610542205259168,0.5808219178082192,0.0,763.8628812843966
4210.179072672669,0.5399588576341121,0.5205479452054795,0.0,819.6670901412634
4468.4623608066595,0.3914434383238069,0.4320264525271611,0.0,887.0783165353874
3929.180187620271,0.8542744552993506,0.5726027397260274,0.0,755.5853833271875
4466.345335561246,0.4840405602341397,0.4581010864430798,0.0,884.372048330066
2554.1931466679043,0.8670542515737699,0.821917808219178,0.0,474.8385488020725
3048.0336879037754,0.6845584433481535,0.7506849315068493,0.0,581.597066736332
4468.126246454192,0.4048571886799622,0.4348606518658479,0.0,886.7022250449598
4235.843177741084,0.6270219568237525,0.5150684931506849,0.0,823.1056687059382
4466.943066650596,0.828981956659437,0.46216343882853095,0.0,875.8986514401743
3442.542316994855,0.89428634583755,0.6767123287671233,0.0,652.1063425248559
4466.088941596609,0.5824186077463294,0.450543221539915,0.0,882.1253247505754
4455.072074219375,0.7735000228034202,0.4705715635333019,0.0,875.1274957706239
4466.550920969509,0.6206661350484544,0.4609352857817667,0.0,881.3311378642535
4451.672759588684,0.8517887350365023,0.47000472366556445,0.0,873.0808036185466
3372.0572601884896,0.87209951611962,0.6931506849315068,0.0,638.0738807873577
3927.048209737386,0.9000993237146528,0.5616438356164384,0.0,754.2708703313069
3439.172196583997,0.8186871553527661,0.6767123287671233,0.0,654.3762389592014
3150.4254975643444,0.8822851938592906,0.7424657534246575,0.0,592.906977540495
4118.067669540805,0.6279984349347223,0.547945205479452,0.0,797.0850272343278
3568.299381120879,0.8698486707891123,0.6410958904109589,0.0,677.0815846773755
4453.447003781539,0.7569436526130777,0.4732168162494096,0.0,875.8606045101559
4457.653270776298,0.9029283887041651,0.46008502598016066,0.0,872.2888594193479
2611.4167179380556,0.8599737316013658,0.8082191780821918,0.0,486.3554297417827
4347.356661705183,0.732681936535095,0.4905054322153991,0.0,854.416448379179
4143.3619356641175,0.8848668655419535,0.5315068493150685,0.0,800.3275548914758
3913.690142581764,0.8038101621736697,0.5808219178082192,0.0,754.2941109211082
3163.7836843966907,0.8000490556014842,0.726027397260274,0.0,598.5371242074893
3699.2128863526323,0.7339541030868416,0.6219178082191781,0.0,711.0232443984535
3339.7197444207636,0.8751971732826194,0.7013698630136986,0.0,631.58992966991
4466.537670396385,0.5030354250401878,0.45772319319792154,0.0,883.6220432337196
3794.447238413447,0.813483565136844,0.6027397260273972,0.0,727.2046184730937
4472.936041476221,0.8457128919711074,0.4465753424657535,0.0,876.5340155357331
4182.665022145561,0.8562945399177432,0.5205479452054795,0.0,811.080377971986
4468.538479122162,0.5942640967155335,0.43240434577231934,0.0,882.1450096737707
4305.043117364826,0.6651217899643924,0.5013698630136987,0.0,837.9503835735466
2953.1223049795267,0.7571081087176101,0.7726027397260273,0.0,559.2679970377072
2978.5788183869404,0.902898057407491,0.7232876712328767,0.0,557.5100069678625
4252.1446848481955,0.9030774140640264,0.5013698630136987,0.0,825.6038686184859
4332.490873217474,0.9013003052276248,0.4821917808219178,0.0,843.5487665357197
2272.1683685825524,0.910136032833827,0.8301369863013699,0.0,417.8530547307338
4426.6351553046,0.8545781440261697,0.48049126121870567,0.0,866.742085698913
2471.0184248130254,0.9022443328666457,0.810958904109589,0.0,458.46837094447363
2630.716805228503,0.7723979701771727,0.8301369863013699,0.0,493.9032274290645
3985.797864436205,0.8596667614804985,0.5616438356164384,0.0,767.9409265330726
3603.1494980477933,0.7175429349365079,0.6438356164383562,0.0,690.2105507610352
3808.375407736104,0.9035555670507889,0.5808219178082192,0.0,728.4791875395096
3508.3154964943196,0.735070598168288,0.6602739726027398,0.0,671.2285776363431
3113.30551314508,0.7571989441511567,0.7424657534246575,0.0,593.2294841668252
4133.824675600128,0.7803649994719887,0.5315068493150685,0.0,802.965371190792
3432.993743926548,0.8504714291738185,0.6849315068493151,0.0,651.5089803288926
4183.748308857163,0.7975225395349013,0.5205479452054795,0.0,813.8136569767817
2444.6994577816595,0.8754236151336178,0.8301369863013699,0.0,452.6644565250346
3651.947680758901,0.9026357978244126,0.6219178082191781,0.0,693.7642233551676
2828.555701153366,0.7876309776022024,0.8027397260273973,0.0,532.2601634123964
2827.558398811564,0.7359250361023969,0.810958904109589,0.0,535.0070692315288
2729.058528052556,0.7022965543715456,0.821917808219178,0.0,516.7987086794077
3518.573288801869,0.7661137304261834,0.6602739726027398,0.0,670.7095081154739
3542.695322736235,0.8573725987022575,0.6520547945205479,0.0,672.2578805553368
4081.723881426188,0.8404550525982326,0.5424657534246575,0.0,790.2026112356616
3575.1658205236704,0.8015621850351585,0.6547945205479452,0.0,681.7940428530736
3703.291257736555,0.9051595269563463,0.6027397260273972,0.0,705.3650059902927
4452.175465172796,0.8608574955279982,0.4714218233349079,0.0,872.4878998552804
3188.096073894101,0.754397980844556,0.7205479452054795,0.0,607.0645548417878
3832.58037849574,0.8604276783655149,0.5917808219178082,0.0,734.589778658839
4399.926822340609,0.9098181364533632,0.4712328767123287,0.0,858.9817846160684
4464.522721382286,0.9066849854650252,0.4549834671705243,0.0,873.0996242940366
3228.930479919637,0.8852078702840517,0.715068493150685,0.0,608.3089124492336
3569.7646798909527,0.7272933842431569,0.6520547945205479,0.0,683.4213875921413
2713.4378878730668,0.8595385930043202,0.7917808219178082,0.0,507.23908945734763
3023.068697815905,0.9051205323067951,0.7178082191780821,0.0,566.7501694021896
2990.3404812672607,0.7476026756522004,0.7726027397260273,0.0,568.6493067093409
3174.521864031331,0.9039355028755728,0.6904109589041096,0.0,597.4115718417656
2496.8750174249735,0.8221790659724377,0.8328767123287671,0.0,464.7493500967404
2605.1918685458154,0.8764618188350283,0.8164383561643835,0.0,484.4421869343911
3795.3664422674383,0.7337246581312314,0.6027397260273972,0.0,732.5366922031011
2967.439115379419,0.8667219502037865,0.7780821917808219,0.0,556.8644405088878
3191.2122629993096,0.9040263096927496,0.6876712328767123,0.0,599.1314743740049
4476.667012515658,0.6735684132674284,0.4192725555030704,0.0,881.4148020514832
4356.952797272117,0.8501149015799432,0.49012753897024086,0.0,850.9579700050069
2908.92850834275,0.7491310690513469,0.7808219178082192,0.0,552.8068391291326
2893.6720936912648,0.8272663863095372,0.7808219178082192,0.0,543.0835239916262
4184.921485901682,0.9034247752186152,0.5123287671232877,0.0,811.1900508630744
2899.1679450233005,0.7599043804312232,0.7835616438356164,0.0,550.0546043005644
3031.2659938761353,0.9001814134326953,0.715068493150685,0.0,565.8613727505376
2791.7778030398104,0.9031926353507185,0.7616438356164383,0.0,521.0484130366101
4473.338544729457,0.7985126229929738,0.44940954180444026,0.0,878.396346014335
3770.809535581803,0.820491716549915,0.6109589041095891,0.0,723.1424776617257
3083.3027328161324,0.9086073525516972,0.7068493150684931,0.0,577.3542344580238
3948.298925667428,0.8041324084955156,0.5753424657534247,0.0,761.7370534194843
3869.128053275138,0.8043467611996786,0.5917808219178082,0.0,743.318212050833
3176.3147887615296,0.8800882486355784,0.7205479452054795,0.0,598.4181164317406
4466.036051714482,0.8677380905819513,0.45375531412376,0.0,874.8632622564821
2580.4493767894605,0.9027012818665544,0.7945205479452055,0.0,479.0685976458313
3596.4805957280305,0.7699699713791297,0.6465753424657534,0.0,688.3772403619614
3515.574258951706,0.851457169460727,0.6602739726027398,0.0,666.5241692482034
4024.7123145180676,0.9030279946497872,0.5424657534246575,0.0,775.2837336281729
3392.90358018477,0.900015521792843,0.6602739726027398,0.0,639.2853263465437
2678.2178491091804,0.9066312005397268,0.7808219178082192,0.0,497.52675681004536
4463.2594223218275,0.8651570633021426,0.46008502598016066,0.0,874.7751429104529
2950.1914247559826,0.9053188009272526,0.7315068493150685,0.0,551.108801256779
2805.678070295011,0.9012128758561927,0.7534246575342466,0.0,524.484101524432
3498.8159579875182,0.9030986058364082,0.6410958904109589,0.0,661.6569939709216
4082.986096108944,0.9024971046926288,0.5315068493150685,0.0,788.6190508857864
4471.143012577575,0.8984625615069028,0.441946150212565,0.0,874.9261139649099
2723.995049385552,0.7659992034810195,0.821917808219178,0.0,513.160177554778
4043.0302255543133,0.8672526761067251,0.5506849315068494,0.0,780.1584018932504
3214.971066145155,0.7383537339469728,0.7205479452054795,0.0,613.1293333791158
4464.189319875675,0.8937547708046655,0.4607463391591875,0.0,874.0868890325896
3541.5215056783486,0.90021544015019,0.6328767123287671,0.0,670.5532981166571
3240.3201902733676,0.7408870835803126,0.7123287671232876,0.0,617.5469668033613
2863.761979790224,0.7841288376588841,0.7917808219178082,0.0,540.704548734167
2861.298161872479,0.9037040487119918,0.7424657534246575,0.0,534.0323184465626
3145.6664293362865,0.7689074828445763,0.7315068493150685,0.0,599.3606833366287
3723.4039892685723,0.865470930334874,0.6109589041095891,0.0,710.2664103782955
3014.0263213672424,0.8526801839800153,0.7616438356164383,0.0,568.9436535508875
3652.39663336001,0.5271561936555222,0.6493150684931507,0.0,700.6019854242874
4145.131134733396,0.9022402924102555,0.5232876712328767,0.0,801.0917516080438
4080.3213790433515,0.8611621170846719,0.5424657534246575,0.0,788.3112446573698
4286.126826734182,0.8643937585860005,0.5013698630136987,0.0,834.3694859082112
3885.6663554378383,0.9017732950430659,0.5726027397260274,0.0,744.2909921454695
2367.940226661099,0.9092213381668478,0.821917808219178,0.0,437.402869051866
3702.276045416556,0.8733639258785123,0.6301369863013699,0.0,705.9858759683991
4469.140673477205,0.7905363132236184,0.4650921114785074,0.0,877.8778286555979
2945.903464276691,0.5088828552250584,0.7808219178082192,0.0,566.1390449293228
4282.341327341134,0.8440755405994186,0.5013698630136987,0.0,834.6493493802178
2823.6643297599303,0.8734182220258196,0.7835616438356164,0.0,528.4848924086991
2809.215608705891,0.8479025035252679,0.810958904109589,0.0,527.4302891823583
2755.5681709101377,0.9066859171362546,0.7780821917808219,0.0,513.3578759434375
2803.318881688213,0.9011480026452745,0.7506849315068493,0.0,524.9366269183547
3770.682189717093,0.9070165705214164,0.5917808219178082,0.0,720.0868822497703
3889.6592529171676,0.8804082838741557,0.5808219178082192,0.0,746.3586987658549
4310.451558290643,0.9023306932832337,0.4931506849315068,0.0,838.4201495460229
3259.0672154073263,0.9051942769652188,0.673972602739726,0.0,611.9072937771573
4345.729170199248,0.7711883332975353,0.49012753897024086,0.0,852.5404091977334
3984.4828702365858,0.9026112813709615,0.5534246575342465,0.0,766.351969675952
