var 1,var 2,var 3,var 4,var 5,var 6,var 7,var 8,var 9,var 10,var 11,var 12,var 13,var 14,var 15,var 16,var 17,var 18,var 19,var 20,var 21,var 22,var 23,var 24,hydropowerAk,irrigation,environment,floodcontrol,hydropowerKp
0.538844732,0.327381802,0.850230206,0.438044468,-0.334194956,0.326823241,-0.891058394,0.040378491,0.778634598,0.169576712,0.813727589,0.851474557,-0.83515848,0.477555129,-0.320361822,0.594953791,0.858422429,0.020554416,0.000564374,0.200993835,0.232203873,0.298721787,0.001063322,0.1522467,4.470.214.746.416.040,0.483958438,0.446291923,0,8.826.425.503.595.950
0.5382863,0.939452066,0.863194461,0.973154148,-0.128756334,0.328845725,-0.839774899,0.694956459,0.836940064,0.266735535,0.801128941,0.857984659,-0.919162178,0.632983862,-0.512213005,0.557079118,0.946788222,0.014834551,0.019655562,0.283170979,0.76235718,0.363846559,0.000234038,0.752261994,44.678.382.451.646.200,0.650680773,0.446008503,0,8.804.386.390.620.550
0.476442584,0.346299195,0.835025056,0.572779875,-0.127679833,0.356527529,-0.813224611,0.15555085,0.836185968,0.110683114,0.899759487,0.801212954,0.376081748,0.360618346,-0.581583789,0.574818847,0.827849399,0.014641066,0.000635019,0.241317303,0.294183621,0.230999451,0.003691797,0.113278435,3.769.117.734.580.570,0.479518565,0.62739726,0,7.280.031.760.312.040
0.467910012,0.329500451,0.848729071,0.953731285,0.812401812,0.445693719,-0.873946531,0.025044131,0.867240953,0.140725732,0.912025791,0.314227949,-0.786352324,0.363402887,-0.511042471,0.549674332,0.937934816,0.020646231,0.00036051,0.280808846,0.054556236,0.367634714,0.03010696,0.150446361,39.332.361.088.014.700,0.521503335,0.591780822,0,7.599.862.512.800.350
0.479202322,0.350827897,0.856094333,0.344652679,0.392515526,0.327726454,-0.738271621,0.148664909,0.793602851,0.190122564,0.815372073,0.743640031,-0.723665318,0.418841538,-0.258470215,0.575610043,0.976634584,0.020503189,0.029384266,0.295044616,0.170337084,0.341465083,0.031771579,0.15214526,4.456.481.619.428.820,0.483552023,0.47189419,0,8.787.571.887.263.160
0.538844732,0.36251513,0.895956459,0.55963127,-0.334194956,0.326823241,-0.888823327,0.070193894,0.778634598,0.076975895,0.813842944,0.845222366,-0.83515848,0.356901351,-0.249182207,0.149645956,0.85827715,0.020554416,0.05160555,0.196922592,0.03765167,0.340600162,0.001063322,0.1522467,33.435.727.473.969.000,0.550436749,0.695890411,0,644.073.202.598.017
0.479202322,0.350827897,0.856094333,0.344652679,0.392515526,0.272144533,-0.878534818,0.147962354,0.793602851,0.190122564,0.815372073,0.399465701,-0.726104389,0.418841538,-0.263085404,0.449613921,0.97582496,0.020500716,0.018098336,0.303294936,0.021599627,0.341465083,0.030627166,0.15214526,4.459.372.956.254.540,0.515207105,0.47302787,0,8.780.752.571.792.650
0.533607716,0.751202345,0.869265201,0.27543059,-0.223193689,0.362917218,-0.865244458,0.159604931,0.780549824,0.184745214,0.993517019,0.418890682,0.525352504,0.38789681,-0.171327493,0.460206645,0.163157295,0.015346078,0.007646456,0.173537195,0.423925517,0.436173937,0.014102782,0.325221906,4.447.557.882.002.610,0.418873253,0.47047709,0,8.812.405.709.143.220
0.479202322,0.350827897,0.856094333,0.344652679,0.392515526,0.129176671,-0.878534818,0.147962354,0.793602851,0.076517464,0.766758025,0.399465701,-0.726104389,0.418841538,-0.263085404,0.449613921,0.97582496,0.020500716,0.018098336,0.303294936,0.021599627,0.341465083,0.015041185,0.15214526,31.625.877.957.816.100,0.553555074,0.731506849,0,6.056.486.662.165.230
0.726069462,0.792962123,0.851637022,0.450678085,-0.286347973,0.34597456,-0.943537935,0.018341494,0.83996485,0.169362459,0.904099807,0.866332996,-0.84080709,0.397967638,-0.45452154,0.32707119,0.977680749,0.015503888,0.018306848,0.170538862,0.162423193,0.299448898,0.000536824,0.240304775,4.177.708.013.597.860,0.718901477,0.520547945,0,8.144.338.174.694.530
0.726727797,0.735004015,0.894145414,0.898118193,0.295511136,0.343288203,-0.825099485,0.027463953,0.872656016,0.114581136,0.743346008,0.802534507,0.691568731,0.121634506,-0.281244773,0.089221242,0.937707912,0.014847818,0.002230774,0.133843878,0.026747428,0.40736784,0.01622101,0.160245805,3.597.281.120.971.160,0.774017091,0.646575342,0,6.866.285.469.348.170
0.562043998,0.947295637,0.848934361,0.397351681,0.385890023,0.260864075,-0.846224264,0.101607141,0.817491525,0.200647393,0.89128792,0.803936099,0.007084123,0.361563569,-0.233193485,0.502143258,0.995275092,0.014174386,0.021100996,0.180009019,0.010196004,0.550614965,0.000318998,0.275010248,4.457.526.847.465.850,0.823512729,0.471232877,0,8.735.205.008.259.070
0.480070985,0.346299195,0.862750197,0.515660078,-0.129898869,0.357482822,-0.878560765,0.15555085,0.874324241,0.110683114,0.869190507,0.801212954,-0.994517672,0.360618346,-0.608263424,0.401506454,0.955218737,0.014563438,0.000505502,0.201148747,0.02942099,0.225080892,0.002627972,0.113278435,3.634.007.499.949.630,0.550800078,0.665753425,0,6.962.633.542.421.040
0.480070985,0.346299195,0.862750197,0.510883588,-0.212098217,0.337439644,-0.878560765,0.043597525,0.82681302,0.110102995,0.899759487,0.801212954,0.411405526,0.360618346,-0.608263424,0.574818847,0.955530979,0.014549908,0.00114148,0.202154078,0.020324016,0.225080892,0.000722419,0.113278435,381.740.525.442.649,0.551579462,0.610958904,0,7.357.316.411.930.840
0.468791778,0.322812841,0.84784315,0.438162658,0.413994506,0.325725604,-0.904760348,0.070402016,0.868459936,0.154819105,0.855928671,0.441774497,-0.892959249,0.346999388,-0.298894712,0.404189742,0.99263454,0.019238719,0.002956812,0.296463853,0.140758083,0.340956225,0.001905171,0.171563847,395.823.624.582.676,0.511302305,0.57260274,0,7.662.615.190.151.690
0.467888443,0.329500451,0.850259442,0.392011939,-0.810707301,0.326280451,-0.856282341,0.088557692,0.867275126,0.110750241,0.912025791,0.333619724,-0.786352324,0.359224961,-0.135899436,0.437947395,0.917654149,0.020646231,0.000307821,0.316898822,0.476957945,0.367634714,0.029930108,0.1361002,3.617.841.906.640.960,0.423829678,0.663013699,0,6.981.613.224.303.600
0.554756911,0.804758392,0.86051772,0.599988629,0.414729275,0.390611447,-0.890038071,0.029725417,0.781689436,0.192742219,0.885078648,0.80207065,-0.969761542,0.418181026,-0.516444163,0.412693268,0.905561323,0.014274699,0.014772225,0.259103484,0.055830285,0.341129114,0.039097036,0.299528777,44.556.676.008.386.000,0.766805708,0.470949457,0,8.747.298.019.109.360
0.536210078,0.793084608,0.863938935,0.549434198,0.305655368,0.367978416,-0.942873441,0.378918978,0.824748153,0.145346977,0.821116103,0.83500301,-0.840339233,0.39899638,-0.266634087,0.404745945,0.972146249,0.014697335,0.000566301,0.163546203,0.047255726,0.358524989,0.001487099,0.347904157,39.858.658.489.356.600,0.813763509,0.561643836,0,7.685.439.690.049.700
0.46182754,0.739983228,0.848919637,0.531846307,-0.128464057,0.221054094,-0.873683095,0.036246828,0.826726868,0.107940329,0.77544101,0.824217579,-0.969830639,0.383348261,-0.289509027,0.39763309,0.963283174,0.014472601,0.013846698,0.184545997,0.009530272,0.401485132,0.001571813,0.066257219,3.766.721.442.622.290,0.706985733,0.610958904,0,7.242.971.011.028.170
0.466311733,0.544821782,0.8688017,0.545534709,-0.264640905,0.267476806,-0.927648971,0.052110532,0.780812198,0.199553038,0.797373532,0.400053567,-0.078254988,0.10192508,-0.281454691,0.131139933,0.11711799,0.01502117,0.003820282,0.162227009,0.113076392,0.304053494,0.020306134,0.458122622,4.467.687.556.377.660,0.48856027,0.462257912,0,8.823.936.708.144.680
0.509581171,0.954385135,0.848051423,0.337988721,-0.294947505,0.329970952,-0.999752651,0.028794232,0.76817289,0.155211463,0.857120479,0.686468261,-0.878143308,0.609830872,-0.597328869,0.365832155,0.934238875,0.014093234,0.002818582,0.137139088,0.034599764,0.431064311,0.004164753,0.123424787,4.348.453.331.087.790,0.735585108,0.490788852,0,8.538.502.932.760.120
0.578540955,0.925645158,0.991925753,0.260056446,0.958222101,0.24665774,-0.874030535,0.124007103,0.783178371,0.187163157,0.811119046,0.912279578,-0.826143511,0.617434235,-0.325899879,0.462041454,0.933388405,0.018594159,0.001008339,0.165420991,0.415548125,0.360600893,0.019698929,0.331934522,445.256.535.783.014,0.559488299,0.470004724,0,8.788.822.041.865.800
0.467910012,0.329500451,0.848762723,0.949122175,0.812401812,0.326280451,-0.875720094,0.024774982,0.839924083,0.140089699,0.912025791,0.283413438,-0.905746445,0.359224961,-0.511042471,0.549674332,0.94162921,0.020352246,0.00500225,0.321429269,0.055705164,0.363663499,0.007584325,0.120188011,40.537.006.079.374.400,0.536818175,0.564383562,0,7.856.813.740.969.940
0.471165542,0.544821782,0.8688017,0.545534709,-0.276958147,0.267476806,-0.927648971,0.05147128,0.780812198,0.199553038,0.797373532,0.400053567,-0.80894568,0.10192508,-0.350747702,0.131139933,0.11711799,0.01502117,0.003987626,0.162227009,0.131915755,0.301879795,0.007451121,0.458122622,4.466.821.116.848.800,0.500610196,0.460273973,0,8.823.824.900.761.330
0.722577195,0.718627345,0.848747738,0.282469306,0.414990207,0.319783741,-0.784522029,0.740067189,0.775869718,0.075376414,0.809853232,0.857174022,-0.989627697,0.656037528,-0.616012783,0.55090649,0.977581193,0.019744372,0.018660329,0.213864255,0.022921466,0.442806846,0.002395037,0.298505414,32.344.637.913.913.100,0.761424796,0.712328767,0,6.151.979.422.906.160
0.753271189,0.930668448,0.860399224,0.461999906,0.956147572,0.402325889,-0.974512725,0.078908438,0.780672747,0.139416434,0.860473567,0.85717511,-0.829651824,0.752191694,-0.589934708,0.15061684,0.933978186,0.019831261,0.002930426,0.181954305,0.021264145,0.547106091,0.00345547,0.287422824,4.224.517.420.637.470,0.816919854,0.512328767,0,8.224.397.485.013.710
0.766125066,0.946200322,0.863363972,0.939531524,0.532079247,0.579383398,-0.807450988,0.131841358,0.769943186,0.199834886,0.828604394,0.825982286,-0.890977697,0.414673245,-0.084155319,0.555564351,0.933831028,0.019402257,0.005249589,0.193126923,0.037525292,0.347128205,0.003338203,0.668925459,4.466.580.632.801.900,0.814362683,0.454794521,0,8.770.079.377.321.520
0.540579035,0.916803107,0.892538018,0.99807992,0.309474332,0.325479422,-0.984781219,0.12832058,0.826916062,0.120734286,0.937304962,0.834222075,-0.975464018,0.289876778,-0.579239744,0.463821435,0.924790474,0.014691944,0.000382532,0.193220735,0.013958898,0.447542068,0.005361608,0.271963751,3.772.048.471.206.730,0.851950491,0.602739726,0,7.213.481.771.836.710
0.43587504,0.33686877,0.864596712,0.273887668,0.04440777,0.35391189,-0.84494588,0.029587267,0.787662585,0.169372324,0.846106412,0.406831613,-0.971707607,0.346950255,-0.503659272,0.380606052,0.99823267,0.015224991,0.003770208,0.277996145,0.011111251,0.310655623,0.02368297,0.080897547,4.428.679.875.273.390,0.527069415,0.490410959,0,8.685.915.750.567.590
0.725329488,0.99572769,0.865978127,0.560359756,0.822570064,0.389666443,-0.890216545,0.67575218,0.814925344,0.082149774,0.880131812,0.894860721,0.700823537,0.384331368,-0.174476942,0.545419544,0.916456328,0.01498073,0.002419334,0.131603974,0.004940534,0.495580691,0.052404958,0.252214502,3.433.039.082.569.220,0.776091129,0.671232877,0,654.706.361.786.728
0.741372226,0.999786135,0.861017989,0.282507447,-0.245568261,0.406371198,-0.969009964,0.070548618,0.764748445,0.190129922,0.811278822,0.805609298,-0.917931379,0.465573895,-0.695568832,0.412601774,0.969720987,0.019999946,0.021755737,0.283139858,0.768312785,0.400347314,0.006146383,0.543926122,4.466.460.758.377.970,0.611755914,0.457439773,0,8.817.079.244.912.650
0.531764756,0.993598224,0.868508585,0.953312822,0.942496293,0.376100396,-0.927027708,0.083178546,0.780812198,0.199553038,0.8241153,0.802846016,-0.099158477,0.099516807,-0.284132665,0.412415964,0.059414903,0.01502117,0.003820282,0.207909074,0.133827269,0.364007757,0.020361278,0.457267419,4.459.508.917.848.420,0.443916615,0.460179499,0,8.838.005.889.936.900
0.717800568,0.886926692,0.849260869,0.51495461,0.941868259,0.332675215,-0.878941125,0.001603432,0.764486882,0.058754385,0.812295003,0.808035397,-0.891098555,0.348605921,-0.516842461,0.417579818,0.937478743,0.014922784,0.000111855,0.183660165,0.107925522,0.35250723,0.000951422,0.081144373,3.016.013.488.933.180,0.698114952,0.761643836,0,574.367.573.733.849
0.707289982,0.920730947,0.86333462,0.960240497,0.950556316,0.513636585,-0.827611246,0.11706187,0.839991367,0.113662383,0.889672961,0.730081324,0.686530567,0.357650985,-0.186439994,0.529974252,0.999130845,0.014847226,0.000940012,0.30687746,0.06717463,0.408852244,0.000303388,0.144083786,37.153.000.385.660.900,0.813689643,0.621917808,0,7.109.016.577.315.790
0.463308208,0.34773688,0.84974006,0.949122175,0.964646367,0.401287132,-0.875720094,0.024774982,0.839924083,0.118914629,0.912025791,0.327569931,-0.905746445,0.373682177,-0.509947868,0.549674332,0.94162921,0.020352246,0.004240187,0.321429269,0.483344119,0.363663499,0.030196632,0.113727102,3.864.145.918.268.720,0.438792567,0.610958904,0,749.312.969.540.534
0.61677943,0.920368298,0.848919637,0.42470483,-0.115784804,0.248887932,-0.87484771,0.05637317,0.826726868,0.108707674,0.905731855,0.824217579,-0.9337454,0.334475539,-0.246581449,0.456205628,0.966688795,0.014890908,0.013838428,0.179701239,0.009963768,0.401258611,0.009206017,0.071587749,38.022.894.832.518.800,0.752696113,0.605479452,0,7.321.033.457.064.220
0.791461265,0.732791353,0.888394934,0.225465983,-0.254582975,0.290803482,-0.735452865,0.130724711,0.768311353,0.166696146,0.937698919,0.822626426,-0.894773995,0.364976854,-0.28217801,0.215846288,0.958057138,0.02125092,0.001799265,0.185692665,0.004508777,0.364447516,0.014584077,0.295664118,4.454.337.400.284.680,0.739994466,0.470382617,0,8.760.702.884.723.630
0.467910012,0.329500451,0.848729071,0.997636013,0.820032419,0.442723208,-0.87326148,0.068500906,0.819457706,0.140725732,0.941076353,0.645546523,-0.885567394,0.363450001,-0.307249246,0.550173241,0.922179286,0.020683156,0.00266122,0.280808846,0.021176118,0.375188537,0.03010696,0.150446361,416.140.475.192.217,0.530116868,0.534246575,0,8.092.940.523.960.040
0.43587504,0.33686877,0.864596712,0.273887668,-0.127281107,0.35391189,-0.84494588,0.029587267,0.787662585,0.182872468,0.846106412,0.406831613,-0.971707607,0.346950255,-0.503659272,0.380606052,0.99823267,0.014794716,0.003770208,0.277996145,0.011099896,0.310655623,0.009722569,0.080897547,4.460.942.848.115.080,0.525471028,0.478885215,0,8.765.472.392.150.800
0.635475866,0.980511728,0.864440724,0.99722829,0.991328278,0.292359942,-0.922973306,0.04039868,0.771674661,0.182312557,0.90393345,0.804600459,-0.886263145,0.430964208,-0.261851803,0.185216347,0.871955362,0.014853186,0.000507915,0.203495128,0.021542263,0.365343631,0.000395446,0.341546682,44.560.435.114.828.000,0.845280362,0.471138403,0,8.740.550.048.339.360
0.43587504,0.385542074,0.864596712,0.573951244,-0.188464175,0.382319971,-0.84494588,0.259706048,0.814378076,0.185382569,0.881531871,0.794729287,-0.970352637,0.375377291,-0.685155287,0.422425563,0.996446097,0.014998199,0.001651677,0.300611234,0.007128886,0.361981231,0.001560318,0.080897547,4.428.019.211.569.850,0.605956413,0.490033066,0,8.669.587.633.832.460
0.727633222,0.88262034,0.865241799,0.55422352,0.21989119,0.416976582,-0.886532876,0.040298287,0.824941577,0.154224402,0.907315427,0.810798929,-0.943318961,0.6259428,-0.594049063,0.540400155,0.995869399,0.015255535,0.001543406,0.249301871,0.019012146,0.368114609,0.003898139,0.152099637,4.128.100.842.491.530,0.816756461,0.531506849,0,8.010.212.208.958.220
0.596714933,0.794078972,0.880259705,0.534743378,0.357231918,0.371524952,-0.785018299,0.021516799,0.809853528,0.074626588,0.813039088,0.874447633,-0.985340122,0.646522488,-0.192722119,0.475153474,0.967531231,0.019984348,0.001952909,0.213864255,0.720877889,0.333743016,0.003059447,0.278944543,3.210.413.768.081.460,0.488508942,0.715068493,0,61.855.964.037.321
0.58526268,0.907237108,0.937707145,0.98331606,0.774795534,0.327028989,-0.871450152,0.686752837,0.836892598,0.266735535,0.80960735,0.856769506,-0.726319925,0.4342464,-0.063563666,0.549693014,0.946788222,0.014834971,0.020883647,0.283175517,0.76235718,0.363623601,0.092619981,0.758742101,4.469.397.553.354.240,0.611765246,0.441190364,0,8.813.366.446.352.630
0.463421572,0.329500451,0.86518819,0.854082115,0.378731693,0.418245731,-0.937519116,0.025050081,0.820532149,0.140335826,0.636341,0.805110233,-0.824471836,0.34703133,-0.519684406,0.566409528,0.967263755,0.019650183,0.000481943,0.303309373,0.019829324,0.367969821,0.00138036,0.152790226,4.094.021.619.231.770,0.554866857,0.550684932,0,7.939.575.182.294.350
0.538455992,0.942707863,0.847917878,0.243375219,0.959960101,0.274217237,-0.639611304,0.042221992,0.808022106,0.197313622,0.813237681,0.805495096,0.565427986,0.241220753,-0.267741992,0.545275741,0.985564228,0.014540857,0.061795628,0.108065989,0.001020105,0.374842288,0.015005174,0.516568192,4.423.963.124.851.930,0.782717882,0.481152574,0,8.671.474.102.870.680
0.463421572,0.353909789,0.86518819,0.854082115,0.814845203,0.418245731,-0.841462512,0.059940274,0.819472773,0.140335826,0.911132764,0.805085805,-0.785654653,0.369428038,-0.519684406,0.549674332,0.968888451,0.019650183,0.000473978,0.303854164,0.019829324,0.368181283,0.03010696,0.152790226,41.378.098.229.513,0.569263867,0.545205479,0,8.035.994.126.731.390
0.709116399,0.726172937,0.84709254,0.28427378,0.979424056,0.32323426,-0.93958553,0.673625049,0.781863587,0.066247944,0.810057763,0.85672076,-0.951643862,0.74930048,-0.279728489,0.454135044,0.959277076,0.019278663,0.017817328,0.186509555,0.002662748,0.36589022,0.000340704,0.325027664,30.608.785.878.991.000,0.774861848,0.750684932,0,5.788.724.844.936.850
0.58526268,0.987907099,0.865645802,0.452838183,0.224585631,0.327028989,-0.836786725,0.033046501,0.836735798,0.266735535,0.844629439,0.848462391,-0.952324219,0.383270351,-0.18090388,0.468629895,0.938509264,0.014838106,0.020371799,0.269209056,0.53990793,0.363846559,0.000268994,0.762260329,4.468.761.159.631.130,0.694330195,0.442607463,0,8.796.211.244.777.580
0.467910012,0.329500451,0.848729071,0.523900823,0.820032419,0.442723208,-0.994431627,0.029090561,0.808000336,0.140725732,0.903633997,0.314227949,-0.869882873,0.363567692,-0.178378822,0.550173241,0.922179286,0.020772577,0.00266122,0.280758134,0.020451076,0.375188537,0.122311084,0.150446361,4.211.794.795.466.510,0.483897878,0.520547945,0,8.214.656.369.639.380
0.602106742,0.996421295,0.750874549,0.98331606,-0.145245748,0.419212318,-0.871450152,0.670409395,0.836892598,0.266735535,0.806142231,0.858671798,-0.732312328,0.438211393,-0.18088918,0.557079118,0.882292134,0.014835791,0.043425177,0.283175517,0.76235718,0.363846165,0.092619981,0.752261994,446.895.944.932.505,0.596684909,0.441001417,0,8.815.272.814.224.560
0.561902406,0.962121213,0.865585186,0.573475529,0.413790808,0.319160604,-0.889117967,0.088599499,0.820285763,0.164701083,0.812507966,0.794977439,-0.869431952,0.630300607,-0.356874231,0.567923649,0.915620687,0.014817891,0.001721215,0.179639748,0.00609946,0.495580691,0.004546107,0.253648048,4.220.881.740.245.330,0.861281623,0.512328767,0,8.195.036.701.875.430
0.43587504,0.385542074,0.864369847,0.573951244,-0.188464175,0.382319971,-0.845324208,0.267759726,0.814378076,0.1979695,0.881531871,0.746637411,-0.809455874,0.375377291,-0.685155287,0.422425563,0.996782497,0.014998199,0.001651677,0.300611234,0.001815032,0.361731664,0.000936164,0.080897547,4.457.406.487.028.500,0.592008202,0.485403873,0,87.469.882.039.446
0.794687489,0.732791353,0.888279423,0.269600295,-0.254582975,0.290803482,-0.735452865,0.130724711,0.781108558,0.067426067,0.811600244,0.822626426,-0.894640622,0.364976854,-0.28217801,0.215846288,0.958057138,0.02125092,0.001799265,0.185692665,0.004792459,0.364447516,0.014584077,0.298008576,316.976.896.691.817,0.74899382,0.731506849,0,6.024.031.345.216.070
0.43587504,0.385542074,0.864340892,0.573841935,-0.188464175,0.382319971,-0.845324208,0.049291138,0.816056862,0.13667555,0.892186691,0.746637411,-0.810309667,0.101762197,-0.685155287,0.361101928,0.996782497,0.014113579,0.001736751,0.300611234,0.001815032,0.361731664,0.000936164,0.080897547,4.025.208.660.746.380,0.62885302,0.561643836,0,7.768.088.031.076.030
0.724677139,0.852370008,0.889739768,0.56074803,-0.367606121,0.386846151,-0.783710969,0.133695425,0.874560804,0.124421727,0.772981444,0.831297437,-0.805723175,0.378362304,-0.091239195,0.257982196,0.947320637,0.01513823,0.001829454,0.205890606,0.004823967,0.256650851,0.002404445,0.253648048,35.877.013.816.689.000,0.800390148,0.643835616,0,6.845.485.423.925.440
0.812332656,0.999049768,0.879280863,0.153721723,0.945525358,0.32171605,-0.841583723,0.739006206,0.838829659,0.296321591,0.816690867,0.86705596,0.012518531,0.390181137,-0.149794252,0.378628455,0.090702913,0.019906871,0.199455674,0.836921778,0.181223145,0.382328668,0.008819706,0.627902326,4.468.901.338.493.110,0.307542632,0.424185168,0,8.861.376.177.401.030
0.43587504,0.385542074,0.864539582,0.382793056,-0.396570724,0.296141094,-0.943061005,0.031492148,0.814378076,0.114049488,0.881531871,0.080447991,-0.971707607,0.40664157,-0.671040827,0.340355841,0.996465118,0.01493258,0.000554145,0.29924347,0.004257156,0.360779727,0.001538581,0.080897547,38.138.780.859.194.100,0.627700052,0.602739726,0,732.157.197.020.082
0.43587504,0.33686877,0.865909971,0.273887668,0.036316036,0.264520003,-0.862714081,0.029587267,0.787662585,0.140527712,0.849580667,0.406831613,-0.989858765,0.346950255,-0.577197965,0.366423495,0.146237204,0.015224991,0.003770208,0.281247406,0.011446803,0.310655623,0.022673341,0.061610353,4.245.755.168.975.260,0.461229421,0.512328767,0,8.300.336.877.483.480
0.612998573,0.777031243,0.892179674,0.683858839,0.414252144,0.296054543,-0.816138264,0.731996843,0.781056742,0.185342303,0.950929956,0.930030963,0.636778051,0.567267036,-0.441605643,0.576331929,0.976050827,0.014289,0.014558155,0.199774256,0.005240927,0.447968514,0.00506089,0.363688151,446.649.290.054.955,0.822415341,0.466320265,0,8.760.204.342.380.310
0.539983279,0.943233576,0.860433006,0.470097717,-0.242963637,0.478045705,-0.975042428,0.659563765,0.765621126,0.063623022,0.80828272,0.858965471,0.873071968,0.373865328,-0.145928495,0.536638926,0.92719786,0.014680519,0.001959537,0.200705234,0.027094906,0.363414353,0.003336807,0.366411449,30.259.129.535.803.400,0.829634896,0.756164384,0,5.707.840.804.324.340
0.463421572,0.368513554,0.86518819,0.854082115,0.814847876,0.418245731,-0.937519116,0.722469189,0.816640905,0.140335826,0.911132764,0.805085805,-0.785654653,0.369428038,-0.519684406,0.540723113,0.968888451,0.019650183,0.000481943,0.303854164,0.019829324,0.368181283,0.03010696,0.152892691,4.142.397.120.718.330,0.572236531,0.539726027,0,804.927.526.859.251
0.539983279,0.943233576,0.860433006,0.470097717,0.382850647,0.478045705,-0.975042428,0.659563765,0.765868693,0.063147827,0.80828272,0.858965471,0.873071968,0.632940743,-0.145928495,0.536638926,0.92719786,0.014680519,0.001959537,0.200705234,0.027094906,0.363414353,0.003336807,0.366411449,3.057.400.551.569.020,0.762965298,0.750684932,0,5.802.457.627.304.620
0.461437324,0.940171412,0.906673596,0.973154148,0.157638056,0.415051512,-0.924392235,0.039476408,0.848190553,0.265803435,0.865276575,0.80926891,-0.758711396,0.282823599,-0.193630069,0.527975052,0.095657148,0.014375384,0.044513605,0.280720187,0.742316541,0.367115099,0.00857143,0.632087641,4.466.881.585.204.560,0.402735941,0.442418517,0,8.864.605.180.377.790
0.43587504,0.33686877,0.864560266,0.274604086,-0.12704244,0.35391189,-0.84494588,0.029587267,0.787662585,0.142532322,0.872319583,0.406831613,-0.971647098,0.346950255,-0.503659272,0.374747776,0.99496971,0.014794716,0.003770208,0.277996145,0.011099896,0.309967228,0.000246169,0.081111432,4.256.317.627.870.200,0.564134078,0.512328767,0,8.291.876.250.937.440
0.463421572,0.329500451,0.86518819,0.854082115,0.378731693,0.391009553,-0.937519116,0.025050081,0.820532149,0.125843276,0.636341,0.804271537,-0.82346028,0.34703133,-0.519684406,0.567329391,0.967263755,0.019650183,0.000481943,0.303309373,0.003312046,0.367969821,0.000436272,0.152790226,39.543.336.800.754.400,0.561054221,0.580821918,0,7.638.628.812.843.960
